Time [Sec],line_1,line_2,line_3,line_4,line_5
0.5221,470.01,380.01,350.0,310.0,320.0
1.0161,630.01,790.02,660.02,680.02,780.02
1.5101,870.03,900.03,640.02,600.01,480.01
2.0041,960.03,800.02,900.03,720.02,1220.05
2.4981,970.03,960.03,840.03,770.02,950.03
2.9921,1150.05,1250.06,670.02,820.02,750.02
3.4861,910.03,1040.04,840.03,1030.04,750.02
3.9801,1140.05,940.03,500.01,600.01,1120.05
4.4741,1440.08,590.01,1050.04,740.02,1250.06
4.9681,1180.05,820.02,410.01,560.01,1300.06
5.4621,940.03,1260.06,780.02,740.02,1100.04
5.9561,2200.18,1690.11,820.02,1370.07,5851.26
6.4502,1660.1,1160.05,690.02,970.03,850.03
6.9441,1110.05,820.02,1160.05,860.03,790.02
7.4382,560.01,630.01,950.03,630.01,1160.05
7.9322,750.02,870.03,520.01,980.04,1060.04
8.4262,780.02,860.03,940.03,800.02,920.03
8.9202,880.03,750.02,990.04,640.02,980.04
9.4142,1720.11,1170.05,1050.04,720.02,830.03
9.9082,1010.04,780.02,1020.04,800.02,670.02
10.4022,740.02,550.01,750.02,770.02,930.03
10.8962,1420.07,680.02,1010.04,800.02,1680.1
11.3902,2240.18,690.02,1120.05,820.02,550.01
11.8842,1920.14,880.03,710.02,810.02,900.03
12.3782,920.03,1040.04,810.02,720.02,1240.06
13.3662,2890.31,990.04,1150.05,1410.07,1130.05
13.8602,3020.34,720.02,880.03,1350.07,1060.04
15.3422,860.03,1510.08,850.03,2620.25,700.02
15.8362,2180.18,1320.06,2090.16,1020.04,890.03
16.3302,1510.08,1080.04,1640.1,810.02,1160.05
17.3183,1840.12,1460.08,950.03,1840.12,1350.07
17.8123,1290.06,1660.1,1080.04,1040.04,1230.06
18.3063,1190.05,720.02,1150.05,740.02,1240.06
19.2943,1380.07,560.01,920.03,790.02,1170.05
19.7883,1340.07,610.01,1410.07,720.02,800.02
20.2823,1000.04,840.03,1160.05,1030.04,950.03
21.2703,930.03,810.02,830.03,1020.04,960.03
22.2583,1240.06,1210.05,670.02,360.0,550.01
22.7523,1100.04,1150.05,880.03,750.02,880.03
23.2463,980.04,1070.04,690.02,730.02,850.03
23.7403,770.02,880.03,1240.06,700.02,930.03
24.2343,1030.04,980.04,1250.06,690.02,1750.11
25.2223,820.02,710.02,790.02,520.01,2230.18
26.7043,1060.04,1170.05,970.03,650.02,1170.05
27.1984,1080.04,770.02,860.03,530.01,900.03
27.6924,1550.09,990.04,870.03,510.01,910.03
28.1864,1580.09,1240.06,720.02,880.03,1150.05
