Time [Sec],line_1,line_2,line_3,line_4,line_5
0.5217,88014.57,71538.11,77048.16,73438.22,75217.93
1.0157,110750.19,150105.81,87964.24,114279.29,122974.81
1.5097,598882.49,90339.77,692409.13,108109.02,815239.05
2.0037,1009618.34,836060.61,750287.88,273315.56,812565.61
2.4977,881644.75,354901.99,585225.46,1207189.36,163418.3
2.9917,533081.09,736977.25,178911.93,211607.46,566046.94
3.4857,254871.71,1606563.88,1978198.56,1496021.54,520828.7
3.9797,3482735.89,818857.49,269173.98,932234.28,129898.89
4.4737,5019342.43,1080616.94,872895.3,810147.18,116397.17
4.9677,1465339.35,1558637.01,960561.47,1836588.88,422291.4
5.4617,2890266.21,403337.57,1690086.07,1038156.0,579977.14
5.9557,2406407.15,984402.64,525202.57,1863516.85,373059.49
6.4497,1087203.27,160291.33,813297.57,274784.8,681087.02
6.9437,4532594.93,161718.11,5580066.17,667632.41,1049867.72
7.4377,1017915.22,959425.06,2437049.18,1530207.32,1007950.92
7.9318,884768.58,1391342.79,879075.85,402554.84,898711.78
8.4258,834774.91,2716473.4,544137.3,1968256.38,285298.49
8.9198,746592.1,864400.07,2768422.46,1024386.08,2813620.27
9.4138,2023750.59,172459.18,142635.87,281102.26,568371.16
9.9078,1470593.88,191299.24,116175.28,785594.6,1083828.66
10.4018,570737.41,1333383.57,484053.78,1031204.75,757597.8
10.8958,392650.85,583691.44,137250.74,379926.13,217499.53
11.3898,623557.69,1098122.25,3564219.01,591425.85,835189.28
11.8838,2035626.06,1801725.6,3410753.7,1519966.54,441116.4
12.3778,1942913.41,500826.36,473687.3,1224808.42,1041853.89
12.8718,332146.56,556014.6,817668.89,441405.58,584734.99
13.3658,617154.64,663444.29,1304563.5,266807.93,1550811.85
13.8598,1543259.04,1262609.12,2136575.12,243047.69,747331.24
14.3538,624279.76,481391.52,2603538.4,319539.16,370809.02
14.8478,464052.81,281234.96,463845.89,453918.47,1784552.63
15.3418,962030.22,639724.87,785075.77,1873342.0,1303871.54
15.8358,857445.3,220903.88,2385668.4,800817.02,2143186.22
16.3298,1580827.63,397838.74,525616.4,1065779.44,957150.77
16.8238,1829682.47,1408749.04,1431661.38,1541583.57,1391906.39
17.3179,677714.29,1382559.35,626768.7,1031290.92,233898.98
17.8119,1667455.91,1440120.29,1313057.17,316171.62,848519.44
18.3059,1519944.2,782947.96,1212317.79,597890.11,846031.0
18.7999,1355337.32,799799.52,1233637.09,570330.85,281245.17
19.2939,1477641.38,377335.31,1157159.28,318884.0,801134.91
19.7879,2934285.89,353229.17,1186302.09,434900.46,245694.74
20.2819,827780.77,1149182.09,1299840.92,7225504.27,364871.24
20.7759,824313.43,1118229.12,3197226.83,2545468.56,621726.44
21.2699,301799.82,1183633.42,4266359.94,838079.6,460908.27
21.7639,1243269.67,2008389.19,540808.08,605235.3,207931.25
22.2579,675151.08,1900098.88,589755.46,818549.75,3237403.08
22.7519,2643721.52,686205.54,873374.75,463328.66,466246.13
23.2459,1279408.97,973818.27,1917454.19,968657.8,453753.08
23.7399,316744.76,2383668.25,1355667.95,1786858.72,283235.95
24.2339,418310.85,2140904.66,1159485.92,1470482.63,480863.24
24.7279,697742.18,2371933.4,332115.85,570737.41,1845882.47
25.2219,848115.3,165837.4,1265446.07,1465571.54,963381.24
25.7159,1377600.92,1614744.98,459667.22,320399.08,2284654.03
26.2099,738211.71,2031454.66,219836.75,884757.96,844670.07
26.7039,512147.45,1107727.95,1878748.57,285962.26,525774.13
27.1979,927816.24,3275738.39,721919.13,258264.98,617070.97
27.6920,1227146.15,1587178.88,660778.82,772218.5,451675.42
28.1860,2155042.62,483680.81,1489076.07,1148215.22,841629.6
28.6800,1832656.69,1170569.67,732662.72,2099674.81,1515629.2
29.1740,1797877.16,1404412.01,641233.66,1884637.78,1607136.07
29.6680,1259553.73,3110842.77,583900.15,1432947.17,366761.21
